,time_seconds,time_seconds_delta,Timestamp,Data,X,Y,Z,Gmag,Gmag_norm,Std threshold,Q3 threshold,HO threshold
115,11.925,0.08800000000000097,1900-01-01 18:54:15.871,0000239008 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
116,12.018,0.09299999999999997,1900-01-01 18:54:15.964,0000239097 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
117,12.197,0.1789999999999985,1900-01-01 18:54:16.143,0000239187 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
118,12.288,0.09100000000000108,1900-01-01 18:54:16.234,0000239367 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
119,12.378,0.08999999999999986,1900-01-01 18:54:16.324,0000239457 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
120,12.511,0.13299999999999912,1900-01-01 18:54:16.457,0000239547 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
121,12.602,0.09100000000000108,1900-01-01 18:54:16.548,0000239682 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
122,12.694,0.09200000000000053,1900-01-01 18:54:16.640,0000239772 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
123,12.827,0.13299999999999912,1900-01-01 18:54:16.773,0000239862 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
124,12.962,0.1349999999999998,1900-01-01 18:54:16.908,0000239997 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
